source_file,run_label,scenario,condition,seed,num_agents,num_rounds,round_number,agent_id,institution_choice,agent_group,strategy,contribution,stage1_payoff,stage2_payoff,payoff,cumulative_payoff,wealth,reputation,rank_numeric,rank_text,received_punishments,received_rewards,assigned_punishments_total,assigned_rewards_total,climate_damage_taken_round,climate_damage_taken_cumulative,ldf_contribution_round,ldf_payout_round,net_climate_transfer_round,vulnerability,historical_emissions,contribution_capacity,parsing_failures,rule_of_law_blocks,subsidy,trust_level_count,institutional_strategy
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,1,0,SFI,developing,LLM Greedy Persona,0.0,20.0,0.0,20.0,720.0,720.0,5.0,4,4 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute 0, as it appears to be the dominant strategy in this round."
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,1,1,SFI,developing,LLM Greedy Persona,0.0,20.0,0.0,20.0,720.0,720.0,5.0,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute 0, as it seems to be the dominant strategy in this round."
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,1,2,SFI,developing,LLM Greedy Persona,0.0,20.0,0.0,20.0,720.0,720.0,5.0,6,6 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute 0, as it seems to be the dominant strategy in this round."
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,1,3,SFI,developed,LLM Greedy Persona,0.0,20.0,0.0,20.0,1320.0,1320.0,5.0,1,1 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue to contribute at a low level and observe peer behavior, considering adjusting strategy if free-riding persists."
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,1,4,SFI,developed,LLM Greedy Persona,0.0,20.0,0.0,20.0,1320.0,1320.0,5.0,2,2 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue to contribute 0, as it appears to be the dominant strategy in this round."
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,1,5,SFI,developing,LLM Greedy Persona,0.0,20.0,0.0,20.0,720.0,720.0,5.0,7,7 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute 0, as it seems to be the dominant strategy in this round."
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,1,6,SFI,developed,LLM Greedy Persona,0.0,20.0,0.0,20.0,1320.0,1320.0,5.0,3,3 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue to contribute at a low level and observe peer behavior, considering adjusting strategy based on emerging patterns."
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,2,0,SFI,developing,LLM Greedy Persona,0.0,20.228571428571428,0.0,20.228571428571428,740.2285714285714,740.2285714285714,5.0,4,4 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute 0, as it appears that contributing is not a viable strategy in this environment."
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,2,1,SFI,developing,LLM Greedy Persona,0.0,20.228571428571428,0.0,20.228571428571428,740.2285714285714,740.2285714285714,5.0,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute 0, as it seems that contributing 1 is not a dominant strategy in this round."
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,2,2,SFI,developing,LLM Greedy Persona,0.0,20.228571428571428,0.0,20.228571428571428,740.2285714285714,740.2285714285714,5.0,6,6 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute 0, as it seems that contributing 0 is still the dominant strategy in this round."
